id,prompt,deepseek/deepseek-v3.2,openai/gpt-4o-mini,qwen/qwen3-coder-30b-a3b-instruct
100,"Write a Python program that reads a JSON dictionary containing information about a set of commands to execute. The program should print a welcome message, then iterate over the commands and print the line number, comment, and input for each command. After executing each command using the `os.popen()` function, the program should print the output and wait for the user to press Enter before continuing. The program should also check if the command executed successfully and call a function named `send_call()` if it did not.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
","78
","78
"
101,"Write a Python function that creates a new user account with specified properties, including username, email, and password, and sets the user's staff status and permissions. The function should also create a new user object if one does not already exist.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
102,"Write a SQL function that creates a table with an auto-incrementing primary key, inserts two rows with unique names, acquires a write lock on the table using a given lock name, inserts a third row with a name that is not unique, and releases the lock. The function should raise an OperationalError when attempting to insert the third row without the lock. The function should return the number of rows affected by the insert operations.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
103,"Write a Python function that tests various file system operations, including creating and reading a file, raising an exception, and pickling the file system object.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","502
502
","502
","502
502
"
104,"Write a Python function that sets configuration parameters for an EMC VNX CLI driver, including setting the interval for various tasks, specifying the path to the naviseccli binary, and defining credentials for authentication. The function should also define a mock object for the configuration's 'safe_get' method and create an instance of a test data class.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","259
","259
","259
"
105,"Write a function in a programming language of your choice that takes an OAuth request as input and returns a certificate in PEM format. The function should fetch the private key and certificate from a location specified in the OAuth request and combine them into a single PEM file.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","400
400
","
","
"
106,"Write me a Python function that performs CRUD (Create, Read, Update, Delete) operations on a SQLite database table, using the sqlite3 library. The function should accept the database name, table name, and a condition (optional) as input, and perform the appropriate operation based on the input parameters.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","89
89
89
89
","89
89
89
89
","89
89
89
89
89
"
107,"Write a Python function that takes a process ID as input and returns the command associated with that process ID using the `ps` command and the `os` module.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
78
","78
78
78
","78
78
78
"
108,"Write a Python function that compiles a template string into a lambda function using regular expressions and the `eval()` function. The function should take a single argument, `_n`, and return the compiled lambda function. The template string should be parsed using a custom function that pops tokens from a list and checks for certain syntax rules. The function should also define a dictionary of simple syntax rules to convert certain tokens to Python code. (No libraries or modules should be used other than the standard library.)

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","259
259
259
259
259
259
259
259
259
259
259
259
259
259
259
259
259
259
259
259
259
78
","78
","259
259
259
259
78
"
109,"Write a Python function that takes in a list of experiment definitions and a list of input data, runs the experiments, and returns a dictionary of experiment locals. The function should use a library function to execute a script that adds the experiment locals to the local namespace. The function should also check if a --devmode flag is passed, and if so, execute a dev-func and add its locals to the local namespace. The dev-func takes in the input data and returns a dictionary of dev-func locals.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
","78
78
","78
"
110,"Write a Python function that loads configuration data from a file, parses it, and sets class variables for host, port, language list, encryption key, database host, database name, database username, and database password. The function should use the json and hashlib libraries.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
111,"Write a Python function that creates a simple, persistent key-value store using a shelf object. The function should accept a filename as an argument and set a value for a given key. If the key already exists in the store, the value should be updated. If the key does not exist, it should be added to the store with the given value. The function should also accept a callback function as an argument that will be called with the sum of the values in the store after a 3-second delay.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","502
502
502
","502
502
","502
502
502
"
112,"Write a Python function that configures a deep reinforcement learning environment by allowing GPU growth, creating a vectorized environment, and optionally implementing a custom reward function using a provided dictionary of parameters.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
113,"Write a SQLite database management program in Python that allows the user to create and insert records into a table. The program should accept the database name, table name, and record values as input. Use standard library functions to connect to the database, execute SQL queries, and commit changes.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","89
","89
","89
"
114,"Write a Python function that tests various regression scorers for a machine learning model. The function should take a trained model, test data, and a pos_label as input. It should calculate the score using three different methods: (1) using the `metric` function with `fbeta_score` as the scoring function and a custom beta value, (2) using a custom scorer object created with `make_scorer` and passing the same beta value, and (3) using the `fbeta_score` function directly with the same beta value. The function should assert that the scores obtained using the three methods are almost equal. Additionally, the function should test that the custom scorer object can be pickled and that the pickled scorer produces the same score when run again. Finally, the function should include a smoke test for the repr of the `fbeta_score` function.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","502
703
703
703
502
703
703
703
","502
703
703
502
703
","502
502
"
115,"Write a Python function that takes in an object and modifies its attributes based on a search pattern in the object's state. The function should search for methods that start with 'Get' and 'Set' and replace the 'Set' methods with a modified version that uses the 'Get' methods. The function should also set the modified attributes in the correct position in the object's configuration.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
116,"Write a Python function that takes a dictionary of parameters and creates a XML tree structure representing a libvirt volume. The function should return the XML tree as a string. The dictionary should contain the following keys: 'device_path', 'qos_specs', and 'auth'. The 'qos_specs' key should contain a dictionary with keys 'total_bytes_sec' and 'read_iops_sec'. The 'auth' key should contain a string value representing the authentication method, and two additional strings representing the username and password for authentication. The function should also include a check to verify that the authentication method is valid.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","20
","20
","20
"
117,"Write a Python function that takes a configuration name as input and returns a value from a configuration dictionary that is populated with data from command-line arguments and/or a configuration file. The function should also log a warning message with the source and object ID of the configuration item, and broadcast the configuration item to connected handlers.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
118,"Write a Python function that tests whether a premium user can sort their profile topics in a specific order using a PUT request to a URL constructed from the profile ID and topic IDs.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","400
","400
","400
"
119,"Write a Python program that downloads a compressed file from a URL, extracts its contents, and removes the compressed file. The program should check if the compressed file already exists and skip the download and extraction if it does. The program should also check if the extracted files already exist and skip the extraction if they do.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","400
22
22
","400
","22
22
22
"
120,"Write a SQL function in Python that takes a list of table names as input and returns the number of rows in each table. The function should use the standard library 'sqlite3' to connect to a SQLite database and execute SELECT statements to retrieve the row counts. The function should raise an error if the number of rows in any table is zero or if the tables have different schemas.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","89
","89
","89
"
121,"Write a function in a given language (e.g. Python, C, Java) that takes a string input (e.g. 'up', 'down') and adjusts the volume of an audio player (e.g. ALSA, OMXPlayer) accordingly. The function should use appropriate library calls or system commands to achieve the desired volume change. The function should return the new volume level as a string.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
78
78
78
","78
78
78
78
78
78
78
","78
78
78
78
78
78
78
"
122,"Write a Python function that reads a text file and extracts information from it using standard library functions. The text file contains multiple lines, where each line represents a single piece of information. The function should return a list of lists, where each sublist represents a group of related information. The function should also accept a filename as an argument and use appropriate error handling to handle missing or malformed files.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
123,"Write a Python program that uses the Scrapy web scraping framework and the Quandl API to extract data from a website and store it in a Quandl dataset. The program should define a Spider class with a name, allowed domains, and start URLs, and use the Quandl API to authenticate and make requests to the website. The program should also define a custom setting for the Spider class.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
124,"Write a Python program that sets up passwords for all users in a MySQL database using standard library functions. The program should read an existing 'init_db.sql' file, modify it to include password setup statements, and save the modified file as 'init_db_with_passwords.sql'. The program should then use a 'db-credentials-file' with the passwords to connect to the database and execute the modified SQL file.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","327
327
312
315
327
328
359
916","
","
312
315
359"
125,"Write a Python function that schedules a task to run repeatedly for a specified number of times, monitors the task's execution, and fails the test if the task does not execute the expected number of times. The function should also delete the scheduler and the virtual machine used in the test, and print a success message upon completion.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
126,"Write a Python unittest test case that uses the Coinbase API to delete a test account, using the provided API key, secret, client ID, client secret, access token, and refresh token. The test case should use the `unittest2` module and include a single test method that deletes the test account and verifies its deletion using the Coinbase API.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","259
259
259
259
400
400
400
","259
259
259
259
","259
259
259
259
400
400
400
"
127,"Write a Python function that takes a string representation of a lock definition as input, parses it, and evaluates the lock definition using the eval() function. The function should accept a list of tuples, where each tuple contains a function name, a list of arguments, and a dictionary of keyword arguments. The function should also check for syntax errors in the lock definition and raise an exception if found. The function should return a tuple containing the evaluated lock definition and a list of warnings, if any.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
","78
","78
"
128,"Write a Python function that builds an inverted index for a collection of text documents. The function should take a directory path as input and create three shelves: invertedIndex, forwardIndex, and idToUrl. The invertedIndex shelf should contain a list of tuples, where each tuple contains a stemmed term and a list of document IDs that contain that term. The forwardIndex shelf should contain a dictionary where each key is a document ID and the value is the corresponding parsed text. The idToUrl shelf should contain a dictionary where each key is a document ID and the value is the URL of the corresponding document. The function should also include a startIndexer function that opens the shelves and a finishIndexer function that closes the shelves.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","502
502
502
502
502
502
502
","502
502
502
502
","502
502
502
502
502
502
502
"
129,"Write a Python function that uses the Pushbots library to get analytics data for an app, passing in the app ID and secret as arguments. The function should return a tuple containing the response code and message.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","400
","400
","
"
130,"Write a function in a Unix-based programming language (e.g. Bash, Python, etc.) that takes a string input representing a volume adjustment command (e.g. 'up', 'down') and returns the current volume level as a string. The function should use command-line tools and/or standard library functions to retrieve the current volume level from the system. The function should also handle the case where the volume adjustment command is not recognized or fails to change the volume level.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
78
78
78
78
78
78
78
","78
78
78
78
78
78
78
","78
78
78
78
78
78
78
"
131,"Write a Python function that creates a fake switch and port, and then retrieves the port's tags, including the VM ID, using a given device ID. The function should use a hash function to generate the VM ID from the device ID, and should work correctly for device IDs of different lengths.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","327
"
132,"Write a Python function that executes a command using subprocess.Popen, checks the return code, and asserts whether the command succeeded or failed based on a given result parameter.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
703
703
","78
78
703
","78
78
703
703
"
133,"Write a Python function that saves a list of items into a shelve file, using the `shelve` module, and handle exceptions gracefully.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","502
502
","502
502
","502
502
"
134,"Write me a Python function that reads a CSV file and returns a list of dictionaries, where each dictionary represents a row in the CSV file and has a key-value pair for each column in the row.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
135,"Write a Python function that searches for images in a bundle, given the bundle's symbolic name and a list of image types. The function should use the os module to read a cache file containing a dictionary of bundle names and their corresponding image types. If the cache file does not exist, it should create a new dictionary with all possible image types. For each bundle, it should use the BundleContext to find entries in the bundle's root directory that match the given image types. The function should return a list of images found in the bundle.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","502
502
","
","703
"
136,"Write a function in a given language (e.g. Python, Java, C++) that takes a string representing code as input and executes it in a sandboxed environment. The function should update the local variables with the given dictionary, and then execute the code using the updated local variables and a predefined global variable dictionary. The function should return the result of the execution. The function should also have a mechanism to check if the input code is a truthy value.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
","78
","78
"
137,"Write a Python function that checks if a given path has exceeded a warning threshold for disk usage. The function should use the `os` and `re` modules to parse the output of the `df -h` command and return a boolean value indicating whether the threshold has been exceeded. The function should also return the raw data from the `df -h` command as a string.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
","78
78
78
","78
78
"
138,"Write a Python function that tests a web application's login functionality by attempting to log in with an invalid username and password, and then with a valid username and password. The function should check for the presence of specific error messages in the response.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","400
400
","400
400
","400
400
"
139,"Write me a Ruby function that creates and configures multiple DMA controllers and their associated sequencers, and returns a tuple containing the CPU sequencers, directory controllers, and all DMA controllers created.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
140,"Write a Python program that evaluates a given string as an expression, using the `eval()` function, and then prints the result. The program should also allow for the possibility of running in an interactive environment, such as IPython, and provide a way to display the result to the user. The program should not reference any specific libraries or modules, and should be written in a way that would be suitable for an undergraduate programming class.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
","78
","78
"
141,"Write a Python function that takes a raw password as input and checks if it matches the stored password for a given user account. The function should return a boolean value indicating whether the passwords match or not. The user account information is stored in a database, and the function should query the database to retrieve the user's password hash. The function should also hash the input password and compare it to the stored hash. If the passwords match, the function should return True, otherwise it should return False.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
327
328
916","
327
328
916","
327
328
916"
142,"Write a Python class that represents a user account, with attributes for username, password hash, phone number, and emergency contact. The class should have methods for setting and verifying a password, using a secure hashing algorithm and a salt. The class should also have a method for generating a secret key for the user. Use standard library functions for generating random data and cryptographic hashes.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
327
328
916","
","
327
328
916"
143,"Write a Python function that takes a callable object and a boolean value as input, and returns a new callable object that wraps the original function with a mocking functionality. The new function should have the same signature as the original function, and should call the original function with the same arguments. The function should also set up the mocking functionality for the wrapped function.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
144,"Write a Python function that checks out a package from a Subversion repository using the `svn` command line tool, and returns the revision number of the checked out package.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
78
78
78
","78
78
78
78
78
","78
78
78
703
"
145,"Write a Python function that tests a web application's login functionality by attempting to log in with an invalid email address and password, and then with a valid email address and password. The function should check the response for the presence of specific error messages.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","259
","400
400
","259
259
400
400
"
146,"Write a Python function that calculates the albedo of a surface using shortwave radiation data. The function should take an interval and any additional keywords arguments as input. It should execute a command to retrieve the shortwave radiation data for the surface, calculate the albedo by dividing the upward radiation by the downward radiation, and return the albedo as a variable with a label and unit.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
147,"Write a MongoDB database interaction function in Python that creates a new collection if it doesn't exist, drops two existing collections, and inserts a new document into the newly created collection with a specified set of fields and values.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
148,"Write a Python class that defines a transformation object, which can be instantiated from a dictionary representation of itself, and has a static method to create a new instance from a dictionary, using the `eval()` function to dynamically import the class.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
703
","78
","
"
149,"Write a Python function that takes three arguments: a file name, an old text string, and a new text string. The function should read the contents of the file, replace all occurrences of the old text string with the new text string, and then write the modified contents back to the file using standard library functions.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
150,"Write a Python function that sets up a mock configuration object for a StorageCenterApi test case, including settings for SAN IP, login, password, DELL SC SSN, server and volume folders, API port, and iSCSI IP address and port.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","259
","259
","259
"
151,"Write a Python program that uses subprocess to execute a command that retrieves information from a remote server and extracts a specific value from the output. The program should use regular expressions to parse the output and retrieve the desired value. The program should also handle errors and check that the extracted value matches a expected format.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
","78
78
","78
78
78
"
152,"Write a program that analyzes a given commit history of a Mercurial repository and calculates the number of branches at each commit. The program should use the Mercurial 'log' command to retrieve the commit history and the 'parents' template to get the parent commits. The program should also use a data structure to store the relationships between commits and their parents.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
","78
78
78
78
78
","78
78
78
"
153,"Write a Python function that takes a string of code and a symbol (either 'single' or 'eval') as input, and checks whether the code is a valid piece of Python code for the given symbol. If the code is valid, the function should return a dictionary containing the compiled code and its symbol. If the code is not valid, the function should return None. The function should use the PyCF_DONT_IMPLY_DEDENT flag when compiling the code.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
154,"Write a Python function that creates a Minuit object and sets its parameters using a provided dictionary. The function should also set the values of the Minuit object's 'values' attribute using a provided list of exclusions and centroids. The function should use the 'exec' statement to set the Minuit object's attributes.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
","78
","78
78
"
155,"Write a SQL function in Psycopg2 that creates a new database with a given name and optional owner, using the POSTGRES database and a temporary cursor.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","259
","
","259
"
156,"Write a Python function that loads a machine learning model and data, and then uses the model to perform inference on the data. The function should take in a configuration object, a network name, a dataset name, and an output path. The function should load the model and data, create a data loader for the test data, and then use the model to perform inference on the test data. The function should print the configuration and load the model and data using appropriate library functions.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","502
","502
","502
502
502
"
157,"Write a Python function that creates a new function by updating an existing function with a dictionary of new definitions. The function should accept a dictionary of parameters and a function to be modified. The updated function should have the same name as the original function and return the same type of value. The function should also have a __repr__ method that returns a string representation of the function.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
158,"Write a Python function that takes a packet as input, updates its headers, and then iterates through its layers. For each layer, it renames the layer, updates its fields, and removes any unnecessary HTTP layers. The function should return the updated packet.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
159,"Write me a Python function that interacts with a database using SQL queries. The function should accept a table name, a where clause, and a column name, and return a list of values for the specified column. The function should use a cursor object to execute the SQL queries and fetch the results.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","89
","89
","89
"
160,"Write a Python function that takes a BAM file name as input, reads the contents of the file, and returns a list of the contents, discarding the header. The function should use a subprocess call to execute a command line tool to view the contents of the BAM file.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
78
","78
78
","78
78
78
"
161,"Write a Python program that implements a simple shell using the `sys` and `time` modules. The program should have three functions: `make`, `link`, and `kill`. The `make` function takes a single argument `session` and executes a command of the form `make <name>` where `<name>` is a random string. The `link` function takes three arguments `session`, `a`, and `l`, and executes a command of the form `make <a> -[<l>]> <b>`. The `kill` function takes three arguments `session`, `a`, and `l`, and executes a command of the form `kill <a> -[<l>]> <b>`. The program should not use any external libraries or modules beyond the standard library. The program should not reference any specific variables or functions beyond those defined in the prompt. The program should not include any input/output or error handling beyond what is necessary to execute the commands.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","330
330
330
","330
","330
"
162,"Write a Python function that downloads a file from a remote server, extracts its contents to a temporary directory, runs a configuration script, and installs the contents of the directory to a target location, using standard library functions.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
22
22
22
78
","78
22
78
78
","78
22
22
22
78
"
163,"Write a Python function that uses the subprocess module to execute a command and return the output as a TextIOWrapper object, with the option to specify the mode of the file (reading or writing) and the command to execute.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
78
","78
78
","78
78
78
"
164,"Write a Python function that calculates the albedo of a surface using shortwave radiation data. The function should take an interval and a set of keyword arguments as input, and return a variable representing the albedo. The calculation should involve executing a user-defined function for surface shortwave radiation up and down, and dividing the result by a climatological mean. The function should also label and unitize the result.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
165,"Write a Python program that uses a library (e.g. `ipmitool`) to perform a hardware operation (e.g. power on/off) on a remote device, using credentials obtained from a database or file. The program should accept input from the user (e.g. IP address, username, password, power state) and print the command used to perform the operation.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
312
359
532","78
78
312
359
532","78
78
312
359
532"
166,"Write a Python function that generates a password reset confirmation page for a web application. The function should take in a request object, a user ID, a token, and a set of password reset form data. The function should use a template engine to render the confirmation page and include the token and password reset form data. The function should also include a post-reset redirect URL. The function should be designed to work with a Django web framework.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
167,"Write a Python function that creates a new player profile in a database. The function should take in user input for the player's username, password, first name, last name, email, ACL number, and district ID. The function should insert the player's information into the database and return the player's ID. The function should also create a new player statistics entry in the database with the player's ID. The function should use a commit method to save the changes to the database.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
168,"Write a Python function that takes a user object and returns a dictionary of virtual machines associated with the user. The function should retrieve the virtual machines from a cache object, and if the cache object is None or the virtual machines are not found in the cache, it should retrieve the virtual machines from a database using the user object. The function should then decode and deserialize the virtual machines data, and return a dictionary of virtual machines with their states. The function should handle any exceptions that may occur during the process.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","502
703
502
"
169,"Write a Python function that registers and executes doctest experiments for a given module and function. The function should take the module name and function name as arguments, import the module, retrieve the function, and execute it with the given arguments. The function should also register the experiment with the doctest framework using the `ut.register_doctest` function. The function should return the result of the executed function.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
170,"Write a Python class that can read input from a file or a bucket, and return an iterator over the contents of the file or bucket, with an optional parameter to fail on missing input. The class should have a method to load the object from a JSON representation, and a method to convert the object to a JSON representation.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","377
","
","
"
171,"Write a Python function that creates a new Crosswalk app using the PackTools library. The function should take no arguments. It should check if the Crosswalk Binary exists in a specified directory, and if it does, it should delete the existing Crosswalk app. Then, it should create a new Crosswalk app using the PackTools library, passing in the app name and the version of Crosswalk to use. Finally, it should change the current working directory to the Crosswalk Path and run the created app.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
","
","
"
172,"Write a Python program that recursively searches through a directory tree and lists all Python script files in a file named 'tests.lst' using the 'os' and 'sys' modules.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
173,"Write a Python function that takes a string as input and returns a hashed version of that string using a cryptographic hash function. The function should accept a second argument, a boolean, that indicates whether to use a constant-time comparison function to compare the hashed string with a reference hash. If the comparison function is used, it should return True if the hashed strings match, and False otherwise. If the comparison function is not used, the function should return the hashed string.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
174,"Write a Python function that tests a web application's login functionality by submitting a form with a username and password, and verifies that the login is successful by checking the status code of the response and ensuring that an alert message is displayed on logout.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
175,"Write a Python function that executes a command using subprocess.Popen, logging the command and its environment variables, and returns the return code.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
","78
78
","78
78
"
176,"Write a Python function that copies an entire directory and its contents from one location to another using a shell command. The function should take two path arguments: the source directory and the destination directory. The function should log a message indicating the progress of the copy operation and return nothing.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
78
78
78
","78
78
78
","78
78
78
"
177,"Write a Python function that tests various properties of NumPy arrays, including shape, mask, and subscripting, using the `assert_equal` function to check for expected behavior.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
178,"Write a Python function that takes a URL, username, and password as input and performs an HTTP authentication using the Basic Auth scheme. The function should return a tuple containing the authenticated HTTP connection object and the base64-encoded authorization header value.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","400
","
"
179,"Write a Python function that takes a string representing a list of lines of code as input, and returns True if the lines are correctly formatted, False otherwise. The function should check that the number of lines in the input matches a given expected number, and that each line in the input ends with the corresponding line in the expected list.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
180,"Write a Python function that takes a file path as input, reads the file, executes the code in the file, and sets the module name and file path as attributes of the module.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
","
","78
"
181,"Write a Python function that takes in a size in gigabytes (gb) and returns a string representing the size in Kibibytes (KiB) using a specific format string, without using any external libraries or modules.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
182,"Write a Python function that takes a tarball file path and a directory path as input, and extracts the tarball file to the directory using the tarfile library, while also ensuring the tarball file is properly permissions-ed and compressed.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","22
","22
","22
732
"
183,"Write a Python function that configures a Dell Storage Center iSCSI driver using a set of given configuration parameters, including IP addresses, login credentials, and volume and server folder paths, and returns a properly configured driver object.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
327
328
916","
","
"
184,"Write a function in Python that creates a registration profile for a given user. The function should generate an activation key using SHA1 hash, using a combination of the user's username and a random salt. The function should then create a RegistrationProfile object with the user and activation key, and return the object.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","327
327
328
916","327
327
328
916","330
327
327
328
916"
185,"Write a Python function that updates a MySQL database with user information and problem-solving data. The function should take in a dictionary of user information and a list of problem-solving records as input. It should update the user's score, solved problems, and last solved date in the database, and also update the problem-solving count and last solved user for each problem. The function should use standard library functions for interacting with the database.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","259
","259
","259
"
186,"Write a SQL function that renames a column in a table and adds a new column to the table, while maintaining column constraints. The function should accept the table name, old column name, new column name, and a field object that defines the data type and any constraints for the new column. The function should use standard SQL syntax and be compatible with a variety of SQL databases.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","
"
187,"Write a function in Python that sends a notification to a user with a message and a time delta since a previous event, using a cross-platform compatible method.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
78
78
78
78
","78
78
78
78
78
78
78
","78
78
78
78
78
"
188,"Write a Flask web application that uses PayPal's REST API to process payments. The application should have a route for the payment form, which accepts a client ID and secret from the user. The application should then use the PayPal API to create a payment and redirect the user to the PayPal login page. After the user logs in and completes the payment, PayPal should redirect them back to the application with a payment ID. The application should then confirm the payment ID with the PayPal API and display a success message to the user.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","259
259
400
400
94
215
489","259
259
94
79
116
215
489"
189,"Write a Python function that takes a function name, arguments, and keyword arguments as input, and uses exec() to execute the function with the given arguments and keyword arguments. The function should return the result of the executed function. The function should also handle errors and remove any variables created in the execution environment after execution.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
","78
","78
"
190,"Write a Python function that takes in a dictionary of environment variables and returns the authenticated version of the environment variables using a given authentication mechanism (e.g. OS_AUTH_URL, OS_USERNAME, OS_PASSWORD, ST_AUTH, ST_USER, ST_KEY). The function should handle different authentication versions (e.g. 1.0, 2.0) and return the appropriate version number.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","259
"
191,"Write a Python function that configures a storage system by setting various parameters and stubbing certain methods, including setting the interval for various tasks, configuring the navigation CLI path, IP address, pool name, login, and password, and enabling initiator auto-registration, and also sets a default timeout and stubs the 'safe_get' method, and also creates a test data object and a naviseccli command string.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","259
","259
","259
"
192,"Write a Python function that takes a string filename as input and returns the path of the file in a directory structure organized by the first three characters of the file's hash. The function should use the os and hashlib modules. The directory structure should have the form /files/attachments/<parent_realm>/<hash>[0:3]/<hash>. The function should also accept an optional parent_id argument, which should be used to construct the directory path. If the filename argument is provided, the function should also hash the filename and include it in the path. The function should return the normalized path.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","327
","
","327
"
193,"Write a Python function that creates and saves two coach objects and their corresponding user objects to a database, using a hash function to encrypt the users' passwords.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","259
259
327
328
916","
327
328
916","
327
328
916"
194,"Write a Python function that updates a MySQL database with user information and problem-solving data. The function should take in a dictionary of user information and a list of problem-solving records as input. It should update the user's score, solved problems, and last solved date in the database, and also update the problem-solving count and last solved date for each problem. Use standard library functions and cursor objects to interact with the database.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","259
","259
","259
"
195,"Write a Python function that takes a string input representing Python code, executes it, and returns the output as a list of lines, using the `exec()` function and handling exceptions.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","78
","78
","78
"
196,"Write a Python function that simulates a user registration process and verifies that an error message is displayed when the username is already registered.

    Only return the code, don't include any other information,
    such as a preamble or suffix.
","
","
","703
703
"
